yearOfRegistration,Datasource,gender,ageBroad,majorityStatus,majorityStatusAtExploit,majorityEntry,citizenship,meansOfControlDebtBondage,meansOfControlTakesEarnings,meansOfControlRestrictsFinancialAccess,meansOfControlThreats,meansOfControlPsychologicalAbuse,meansOfControlPhysicalAbuse,meansOfControlSexualAbuse,meansOfControlFalsePromises,meansOfControlPsychoactiveSubstances,meansOfControlRestrictsMovement,meansOfControlRestrictsMedicalCare,meansOfControlExcessiveWorkingHours,meansOfControlUsesChildren,meansOfControlThreatOfLawEnforcement,meansOfControlWithholdsNecessities,meansOfControlWithholdsDocuments,meansOfControlOther,meansOfControlNotSpecified,meansOfControlConcatenated,isForcedLabour,isSexualExploit,isOtherExploit,isSexAndLabour,isForcedMarriage,isForcedMilitary,isOrganRemoval,isSlaveryAndPractices,typeOfExploitConcatenated,typeOfLabourAgriculture,typeOfLabourAquafarming,typeOfLabourBegging,typeOfLabourConstruction,typeOfLabourDomesticWork,typeOfLabourHospitality,typeOfLabourIllicitActivities,typeOfLabourManufacturing,typeOfLabourMiningOrDrilling,typeOfLabourPeddling,typeOfLabourTransportation,typeOfLabourOther,typeOfLabourNotSpecified,typeOfLabourConcatenated,typeOfSexProstitution,typeOfSexPornography,typeOfSexRemoteInteractiveServices,typeOfSexPrivateSexualServices,typeOfSexConcatenated,isAbduction,RecruiterRelationship,CountryOfExploitation,recruiterRelationIntimatePartner,recruiterRelationFriend,recruiterRelationFamily,recruiterRelationOther,recruiterRelationUnknown,record_id,Entity,Code,Year,"16.2.2 - Detected victims of human trafficking, by age and sex (number) - VC_HTF_DETV - under 18 years old - Female"
2005,Case Management,Male,18--20,Adult,,,BY,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,123,Estonia,EST,2018,5
2005,Case Management,Male,18--20,Adult,,,BY,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,124,Finland,FIN,2016,13
2005,Case Management,Male,24--26,Adult,,,BY,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,125,Finland,FIN,2017,10
2005,Case Management,Male,24--26,Adult,,,BY,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,126,Finland,FIN,2018,6
2005,Case Management,Male,30--38,Adult,,,BY,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,127,Finland,FIN,2019,7
2005,Case Management,Male,30--38,Adult,,,BY,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,128,Finland,FIN,2020,6
2005,Case Management,Male,30--38,Adult,,,UA,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,129,Finland,FIN,2021,20
2005,Case Management,Male,30--38,Adult,,,UA,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,130,Finland,FIN,2022,5
2005,Case Management,Male,39--47,Adult,,,BY,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,131,France,FRA,2015,68
2005,Case Management,Male,39--47,Adult,,,BY,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,132,France,FRA,2016,83
2005,Case Management,Male,48+,Adult,,,BY,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,133,France,FRA,2018,76
2005,Case Management,Male,48+,Adult,,,BY,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,134,France,FRA,2019,68
2005,Case Management,Male,9--17,Minor,,,BY,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,135,France,FRA,2020,17
2005,Case Management,Male,9--17,Minor,,,BY,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,136,France,FRA,2021,99
2005,Case Management,Male,9--17,Minor,,,GH,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,GH,0.0,0.0,0.0,0.0,1.0,137,France,FRA,2022,118
2005,Case Management,Male,9--17,Minor,,,GH,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,GH,0.0,0.0,0.0,0.0,1.0,138,Germany,DEU,2007,7
2005,Case Management,Male,9--17,Minor,,,GH,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,GH,0.0,0.0,0.0,0.0,1.0,139,Germany,DEU,2008,59
2005,Case Management,Male,9--17,Minor,,,GH,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Other;Not specified,0.0,,,,,0.0,,GH,0.0,0.0,0.0,0.0,1.0,140,Germany,DEU,2009,73
2005,Case Management,Male,9--17,Minor,,,GH,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Other;Not specified,0.0,,,,,0.0,,GH,0.0,0.0,0.0,0.0,1.0,141,Germany,DEU,2010,13
2006,Case Management,Female,18--20,Adult,,,BY,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,142,Germany,DEU,2011,18
2006,Case Management,Female,18--20,Adult,,,BY,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,143,Germany,DEU,2012,13
2006,Case Management,Female,18--20,Adult,,,ID,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Domestic work,0.0,,,,,0.0,,MY,0.0,0.0,0.0,0.0,1.0,144,Germany,DEU,2013,14
2006,Case Management,Female,18--20,Adult,,,ID,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Domestic work,0.0,,,,,0.0,,MY,0.0,0.0,0.0,0.0,1.0,145,Germany,DEU,2014,7
2006,Case Management,Female,18--20,Adult,,,ID,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Domestic work,0.0,,,,,0.0,,MY,0.0,0.0,0.0,0.0,1.0,146,Germany,DEU,2015,7
2006,Case Management,Female,18--20,Adult,,,ID,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,MY,0.0,0.0,0.0,0.0,1.0,147,Germany,DEU,2016,8
2006,Case Management,Female,18--20,Adult,,,MD,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,MD,0.0,0.0,0.0,0.0,1.0,148,Germany,DEU,2017,62
2006,Case Management,Female,18--20,Adult,,,MD,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,TR,0.0,0.0,0.0,0.0,1.0,149,Germany,DEU,2018,8
2006,Case Management,Female,18--20,Adult,,,MD,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,TR,0.0,0.0,0.0,0.0,1.0,150,Germany,DEU,2019,8
2006,Case Management,Female,18--20,Adult,,,MD,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Other;Not specified,0.0,,,,,0.0,,TR,0.0,0.0,0.0,0.0,1.0,151,Germany,DEU,2020,22
2006,Case Management,Female,18--20,Adult,,,RO,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,RO,0.0,0.0,0.0,0.0,1.0,152,Germany,DEU,2021,68
2006,Case Management,Female,18--20,Adult,,,UA,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,AE,0.0,0.0,0.0,0.0,1.0,153,Germany,DEU,2022,36
2006,Case Management,Female,18--20,Adult,,,UA,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,154,Ghana,GHA,2008,27
2006,Case Management,Female,18--20,Adult,,,UA,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,TR,0.0,0.0,0.0,0.0,1.0,155,Ghana,GHA,2019,15
2006,Case Management,Female,21--23,Adult,,,BY,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,156,Ghana,GHA,2020,10
2006,Case Management,Female,21--23,Adult,,,ID,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Domestic work,0.0,,,,,0.0,,MY,0.0,0.0,0.0,0.0,1.0,157,Ghana,GHA,2021,161
2006,Case Management,Female,21--23,Adult,,,ID,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Domestic work,0.0,,,,,0.0,,MY,0.0,0.0,0.0,0.0,1.0,158,Greece,GRC,2016,5
2006,Case Management,Female,21--23,Adult,,,ID,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Domestic work,0.0,,,,,0.0,,MY,0.0,0.0,0.0,0.0,1.0,159,Greece,GRC,2019,23
2006,Case Management,Female,21--23,Adult,,,ID,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,MY,0.0,0.0,0.0,0.0,1.0,160,Greece,GRC,2020,39
2006,Case Management,Female,21--23,Adult,,,MD,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,MD,0.0,0.0,0.0,0.0,1.0,161,Greece,GRC,2021,24
2006,Case Management,Female,21--23,Adult,,,RO,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,RO,0.0,0.0,0.0,0.0,1.0,162,Greece,GRC,2022,26
2006,Case Management,Female,21--23,Adult,,,UA,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,AE,0.0,0.0,0.0,0.0,1.0,163,Guatemala,GTM,2014,19
2006,Case Management,Female,21--23,Adult,,,UA,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,CZ,0.0,0.0,0.0,0.0,1.0,164,Guatemala,GTM,2022,14
2006,Case Management,Female,21--23,Adult,,,UA,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,165,Guinea,GIN,2013,6
2006,Case Management,Female,21--23,Adult,,,UA,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,TR,0.0,0.0,0.0,0.0,1.0,166,Guinea,GIN,2014,12
2006,Case Management,Female,24--26,Adult,,,BY,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,PL,0.0,0.0,0.0,0.0,1.0,167,Guinea,GIN,2015,16
2006,Case Management,Female,24--26,Adult,,,ID,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Domestic work,0.0,,,,,0.0,,MY,0.0,0.0,0.0,0.0,1.0,168,Guinea,GIN,2016,12
2006,Case Management,Female,24--26,Adult,,,ID,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Domestic work,0.0,,,,,0.0,,MY,0.0,0.0,0.0,0.0,1.0,169,Guinea,GIN,2017,10
2006,Case Management,Female,24--26,Adult,,,ID,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Domestic work,0.0,,,,,0.0,,MY,0.0,0.0,0.0,0.0,1.0,170,Guinea,GIN,2022,5
2006,Case Management,Female,24--26,Adult,,,ID,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Domestic work;Not specified,0.0,,,,,0.0,,MY,0.0,0.0,0.0,0.0,1.0,171,Honduras,HND,2012,6
2006,Case Management,Female,24--26,Adult,,,ID,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,MY,0.0,0.0,0.0,0.0,1.0,172,Honduras,HND,2013,6
2006,Case Management,Female,24--26,Adult,,,MD,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,MD,0.0,0.0,0.0,0.0,1.0,173,Honduras,HND,2015,17
2006,Case Management,Female,24--26,Adult,,,UA,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,PL,0.0,0.0,0.0,0.0,1.0,174,Honduras,HND,2016,7
2006,Case Management,Female,24--26,Adult,,,UA,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,175,Honduras,HND,2017,25
2006,Case Management,Female,24--26,Adult,,,UA,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,PL,0.0,0.0,0.0,0.0,1.0,176,Honduras,HND,2018,5
2006,Case Management,Female,24--26,Adult,,,UA,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,PL,0.0,0.0,0.0,0.0,1.0,177,Honduras,HND,2020,8
2006,Case Management,Female,27--29,Adult,,,ID,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Domestic work,0.0,,,,,0.0,,MY,0.0,0.0,0.0,0.0,1.0,178,Hungary,HUN,2014,18
2006,Case Management,Female,27--29,Adult,,,ID,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Domestic work,0.0,,,,,0.0,,MY,0.0,0.0,0.0,0.0,1.0,179,Hungary,HUN,2015,35
2006,Case Management,Female,27--29,Adult,,,ID,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Domestic work,0.0,,,,,0.0,,MY,0.0,0.0,0.0,0.0,1.0,180,Hungary,HUN,2016,43
2006,Case Management,Female,27--29,Adult,,,ID,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,MY,0.0,0.0,0.0,0.0,1.0,181,Hungary,HUN,2020,5
2006,Case Management,Female,27--29,Adult,,,MD,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,MD,0.0,0.0,0.0,0.0,1.0,182,Hungary,HUN,2021,9
2006,Case Management,Female,27--29,Adult,,,RO,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,RO,0.0,0.0,0.0,0.0,1.0,183,India,IND,2017,2037
2006,Case Management,Female,27--29,Adult,,,UA,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,PL,0.0,0.0,0.0,0.0,1.0,184,India,IND,2018,1587
2006,Case Management,Female,30--38,Adult,,,BY,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,185,India,IND,2019,1742
2006,Case Management,Female,30--38,Adult,,,BY,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,186,India,IND,2020,1377
2006,Case Management,Female,30--38,Adult,,,ID,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Domestic work,0.0,,,,,0.0,,MY,0.0,0.0,0.0,0.0,1.0,187,India,IND,2021,1570
2006,Case Management,Female,30--38,Adult,,,ID,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Domestic work,0.0,,,,,0.0,,MY,0.0,0.0,0.0,0.0,1.0,188,India,IND,2022,1819
2006,Case Management,Female,30--38,Adult,,,ID,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Domestic work,0.0,,,,,0.0,,ID,0.0,0.0,0.0,0.0,1.0,189,Indonesia,IDN,2018,10
2006,Case Management,Female,30--38,Adult,,,ID,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Domestic work,0.0,,,,,0.0,,MY,0.0,0.0,0.0,0.0,1.0,190,Iraq,IRQ,2019,12
2006,Case Management,Female,30--38,Adult,,,ID,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,MY,0.0,0.0,0.0,0.0,1.0,191,Ireland,IRL,2010,6
2006,Case Management,Female,30--38,Adult,,,MD,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,MD,0.0,0.0,0.0,0.0,1.0,192,Ireland,IRL,2012,13
2006,Case Management,Female,30--38,Adult,,,UA,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,PL,0.0,0.0,0.0,0.0,1.0,193,Ireland,IRL,2013,9
2006,Case Management,Female,30--38,Adult,,,UA,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,PL,0.0,0.0,0.0,0.0,1.0,194,Ireland,IRL,2014,8
