yearOfRegistration,Datasource,gender,ageBroad,majorityStatus,majorityStatusAtExploit,majorityEntry,citizenship,meansOfControlDebtBondage,meansOfControlTakesEarnings,meansOfControlRestrictsFinancialAccess,meansOfControlThreats,meansOfControlPsychologicalAbuse,meansOfControlPhysicalAbuse,meansOfControlSexualAbuse,meansOfControlFalsePromises,meansOfControlPsychoactiveSubstances,meansOfControlRestrictsMovement,meansOfControlRestrictsMedicalCare,meansOfControlExcessiveWorkingHours,meansOfControlUsesChildren,meansOfControlThreatOfLawEnforcement,meansOfControlWithholdsNecessities,meansOfControlWithholdsDocuments,meansOfControlOther,meansOfControlNotSpecified,meansOfControlConcatenated,isForcedLabour,isSexualExploit,isOtherExploit,isSexAndLabour,isForcedMarriage,isForcedMilitary,isOrganRemoval,isSlaveryAndPractices,typeOfExploitConcatenated,typeOfLabourAgriculture,typeOfLabourAquafarming,typeOfLabourBegging,typeOfLabourConstruction,typeOfLabourDomesticWork,typeOfLabourHospitality,typeOfLabourIllicitActivities,typeOfLabourManufacturing,typeOfLabourMiningOrDrilling,typeOfLabourPeddling,typeOfLabourTransportation,typeOfLabourOther,typeOfLabourNotSpecified,typeOfLabourConcatenated,typeOfSexProstitution,typeOfSexPornography,typeOfSexRemoteInteractiveServices,typeOfSexPrivateSexualServices,typeOfSexConcatenated,isAbduction,RecruiterRelationship,CountryOfExploitation,recruiterRelationIntimatePartner,recruiterRelationFriend,recruiterRelationFamily,recruiterRelationOther,recruiterRelationUnknown,record_id,Entity,Code,Year,"16.2.2 - Detected victims of human trafficking, by age and sex (number) - VC_HTF_DETV - under 18 years old - Female"
2004,Case Management,Female,18--20,Adult,,,MD,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,MD,0.0,0.0,0.0,0.0,1.0,53,Brazil,BRA,2019,17
2004,Case Management,Female,21--23,Adult,,,BY,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,AE,0.0,0.0,0.0,0.0,1.0,54,Brazil,BRA,2021,6
2004,Case Management,Female,21--23,Adult,,,BY,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,CY,0.0,0.0,0.0,0.0,1.0,55,Brazil,BRA,2022,43
2004,Case Management,Female,21--23,Adult,,,MD,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,MD,0.0,0.0,0.0,0.0,1.0,56,Bulgaria,BGR,2011,10
2004,Case Management,Female,21--23,Adult,,,MD,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,1.0,57,Bulgaria,BGR,2012,11
2004,Case Management,Female,21--23,Adult,,,MD,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,MD,0.0,0.0,0.0,0.0,1.0,58,Bulgaria,BGR,2013,17
2004,Case Management,Female,24--26,Adult,,,MD,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,MD,0.0,0.0,0.0,0.0,1.0,59,Bulgaria,BGR,2014,12
2004,Case Management,Female,24--26,Adult,,,MD,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,MD,0.0,0.0,0.0,0.0,1.0,60,Bulgaria,BGR,2017,5
2004,Case Management,Female,9--17,Minor,,,BY,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,61,Bulgaria,BGR,2020,27
2004,Case Management,Female,9--17,Minor,,,MD,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,MD,0.0,0.0,0.0,0.0,1.0,62,Bulgaria,BGR,2021,9
2005,Case Management,Female,0--8,Minor,,,GH,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,GH,0.0,0.0,0.0,0.0,1.0,63,Bulgaria,BGR,2022,9
2005,Case Management,Female,0--8,Minor,,,GH,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,GH,0.0,0.0,0.0,0.0,1.0,64,Burkina Faso,BFA,2007,289
2005,Case Management,Female,0--8,Minor,,,GH,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Other;Not specified,0.0,,,,,0.0,,GH,0.0,0.0,0.0,0.0,1.0,65,Burkina Faso,BFA,2008,161
2005,Case Management,Female,0--8,Minor,,,GH,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,GH,0.0,0.0,0.0,0.0,1.0,66,Burkina Faso,BFA,2009,603
2005,Case Management,Female,18--20,Adult,,,AL,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,AL,0.0,0.0,0.0,0.0,1.0,67,Burkina Faso,BFA,2010,426
2005,Case Management,Female,18--20,Adult,,,BG,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,BG,0.0,0.0,0.0,0.0,1.0,68,Burkina Faso,BFA,2011,799
2005,Case Management,Female,18--20,Adult,,,BY,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,69,Burkina Faso,BFA,2014,351
2005,Case Management,Female,18--20,Adult,,,BY,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,AE,0.0,0.0,0.0,0.0,1.0,70,Burkina Faso,BFA,2017,564
2005,Case Management,Female,18--20,Adult,,,BY,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,71,Burkina Faso,BFA,2020,806
2005,Case Management,Female,18--20,Adult,,,MD,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,MD,0.0,0.0,0.0,0.0,1.0,72,Burkina Faso,BFA,2021,434
2005,Case Management,Female,18--20,Adult,,,RO,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,IT,0.0,0.0,0.0,0.0,1.0,73,Cameroon,CMR,2017,9
2005,Case Management,Female,18--20,Adult,,,RO,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,RO,0.0,0.0,0.0,0.0,1.0,74,Cameroon,CMR,2020,9
2005,Case Management,Female,18--20,Adult,,,RO,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,RO,0.0,0.0,0.0,0.0,1.0,75,Canada,CAN,2012,18
2005,Case Management,Female,18--20,Adult,,,RO,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Other;Not specified,0.0,,,,,0.0,,RO,0.0,0.0,0.0,0.0,1.0,76,Canada,CAN,2017,79
2005,Case Management,Female,18--20,Adult,,,RO,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hospitality,0.0,,,,,0.0,,RO,0.0,0.0,0.0,0.0,1.0,77,Colombia,COL,2007,6
2005,Case Management,Female,18--20,Adult,,,RO,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Domestic work,0.0,,,,,0.0,,RO,0.0,0.0,0.0,0.0,1.0,78,Colombia,COL,2020,5
2005,Case Management,Female,18--20,Adult,,,RO,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RO,0.0,0.0,0.0,0.0,1.0,79,Congo,COG,2011,9
2005,Case Management,Female,18--20,Adult,,,UA,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,TR,0.0,0.0,0.0,0.0,1.0,80,Costa Rica,CRI,2019,14
2005,Case Management,Female,18--20,Adult,,,UA,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,TR,0.0,0.0,0.0,0.0,1.0,81,Costa Rica,CRI,2020,6
2005,Case Management,Female,18--20,Adult,,,UA,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Other;Not specified,0.0,,,,,0.0,,TR,0.0,0.0,0.0,0.0,1.0,82,Costa Rica,CRI,2022,8
2005,Case Management,Female,18--20,Adult,,,UA,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hospitality,0.0,,,,,0.0,,TR,0.0,0.0,0.0,0.0,1.0,83,Cote d'Ivoire,CIV,2016,6
2005,Case Management,Female,18--20,Adult,,,UZ,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,UZ,0.0,0.0,0.0,0.0,1.0,84,Cote d'Ivoire,CIV,2018,110
2005,Case Management,Female,21--23,Adult,,,AL,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,AL,0.0,0.0,0.0,0.0,1.0,85,Cote d'Ivoire,CIV,2019,50
2005,Case Management,Female,21--23,Adult,,,BG,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,BG,0.0,0.0,0.0,0.0,1.0,86,Cote d'Ivoire,CIV,2021,34
2005,Case Management,Female,21--23,Adult,,,BY,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,87,Cote d'Ivoire,CIV,2022,136
2005,Case Management,Female,21--23,Adult,,,BY,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,AE,0.0,0.0,0.0,0.0,1.0,88,Croatia,HRV,2016,6
2005,Case Management,Female,21--23,Adult,,,BY,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,89,Croatia,HRV,2017,7
2005,Case Management,Female,21--23,Adult,,,MD,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,MD,0.0,0.0,0.0,0.0,1.0,90,Croatia,HRV,2021,5
2005,Case Management,Female,21--23,Adult,,,RO,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,RO,0.0,0.0,0.0,0.0,1.0,91,Czechia,CZE,2012,18
2005,Case Management,Female,21--23,Adult,,,UA,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,TR,0.0,0.0,0.0,0.0,1.0,92,Czechia,CZE,2013,31
2005,Case Management,Female,21--23,Adult,,,UA,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,0.0,Debt bondage;Physical Abuse;Psychological abuse;Sexual abuse;Threats;Withholds documents,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,TR,0.0,0.0,0.0,0.0,1.0,93,Czechia,CZE,2015,8
2005,Case Management,Female,21--23,Adult,,,UA,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,94,Denmark,DNK,2015,5
2005,Case Management,Female,21--23,Adult,,,UA,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,TR,0.0,0.0,0.0,0.0,1.0,95,Denmark,DNK,2018,10
2005,Case Management,Female,21--23,Adult,,,UA,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Other;Not specified,0.0,,,,,0.0,,TR,0.0,0.0,0.0,0.0,1.0,96,Denmark,DNK,2019,5
2005,Case Management,Female,21--23,Adult,,,UZ,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,UZ,0.0,0.0,0.0,0.0,1.0,97,Denmark,DNK,2020,8
2005,Case Management,Female,24--26,Adult,,,BG,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,BG,0.0,0.0,0.0,0.0,1.0,98,Denmark,DNK,2021,68
2005,Case Management,Female,24--26,Adult,,,BY,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,99,Denmark,DNK,2022,5
2005,Case Management,Female,24--26,Adult,,,BY,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,AE,0.0,0.0,0.0,0.0,1.0,100,Dominican Republic,DOM,2011,32
2005,Case Management,Female,24--26,Adult,,,MD,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,MD,0.0,0.0,0.0,0.0,1.0,101,Dominican Republic,DOM,2012,9
2005,Case Management,Female,24--26,Adult,,,RO,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,RO,0.0,0.0,0.0,0.0,1.0,102,Dominican Republic,DOM,2016,20
2005,Case Management,Female,24--26,Adult,,,UA,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,BG,0.0,0.0,0.0,0.0,1.0,103,Dominican Republic,DOM,2017,13
2005,Case Management,Female,24--26,Adult,,,UZ,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,UZ,0.0,0.0,0.0,0.0,1.0,104,Dominican Republic,DOM,2018,44
2005,Case Management,Female,27--29,Adult,,,MD,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,MD,0.0,0.0,0.0,0.0,1.0,105,Dominican Republic,DOM,2019,6
2005,Case Management,Female,30--38,Adult,,,ID,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,Other,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Domestic work,0.0,,,,,0.0,,MY,0.0,0.0,0.0,0.0,1.0,106,Dominican Republic,DOM,2020,11
2005,Case Management,Female,30--38,Adult,,,MD,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,MD,0.0,0.0,0.0,0.0,1.0,107,Dominican Republic,DOM,2021,8
2005,Case Management,Female,30--38,Adult,,,TJ,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TJ,0.0,0.0,0.0,0.0,1.0,108,Dominican Republic,DOM,2022,8
2005,Case Management,Female,30--38,Adult,,,UA,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,TR,0.0,0.0,0.0,0.0,1.0,109,Ecuador,ECU,2012,16
2005,Case Management,Female,30--38,Adult,,,UZ,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,UZ,0.0,0.0,0.0,0.0,1.0,110,Ecuador,ECU,2013,50
2005,Case Management,Female,39--47,Adult,,,MD,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,MD,0.0,0.0,0.0,0.0,1.0,111,Ecuador,ECU,2014,10
2005,Case Management,Female,9--17,Minor,,,BG,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,BG,0.0,0.0,0.0,0.0,1.0,112,Ecuador,ECU,2017,10
2005,Case Management,Female,9--17,Minor,,,BY,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sexual exploitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,RU,0.0,0.0,0.0,0.0,1.0,113,Ecuador,ECU,2018,30
2005,Case Management,Female,9--17,Minor,,,GH,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,GH,0.0,0.0,0.0,0.0,1.0,114,Egypt,EGY,2010,8
2005,Case Management,Female,9--17,Minor,,,GH,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,GH,0.0,0.0,0.0,0.0,1.0,115,Egypt,EGY,2013,24
2005,Case Management,Female,9--17,Minor,,,GH,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,GH,0.0,0.0,0.0,0.0,1.0,116,Egypt,EGY,2014,48
2005,Case Management,Female,9--17,Minor,,,GH,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Other;Not specified,0.0,,,,,0.0,,GH,0.0,0.0,0.0,0.0,1.0,117,Egypt,EGY,2015,37
2005,Case Management,Female,9--17,Minor,,,MD,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,MD,0.0,0.0,0.0,0.0,1.0,118,Egypt,EGY,2017,20
2005,Case Management,Male,0--8,Minor,,,GH,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,GH,0.0,0.0,0.0,0.0,1.0,119,Egypt,EGY,2018,57
2005,Case Management,Male,0--8,Minor,,,GH,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Other;Not specified,0.0,,,,,0.0,,GH,0.0,0.0,0.0,0.0,1.0,120,Egypt,EGY,2020,148
2005,Case Management,Male,0--8,Minor,,,GH,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Forced labour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,GH,0.0,0.0,0.0,0.0,1.0,121,Egypt,EGY,2021,91
2005,Case Management,Male,0--8,Minor,,,GH,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not specified,0.0,,,,,0.0,,GH,0.0,0.0,0.0,0.0,1.0,122,El Salvador,SLV,2018,6
